year,month,gov_gop,sen_gop,rep_gop,gov_dem,sen_dem,rep_dem,president,close,unemployment_rate
1954,July,29,55,222,18,53,220,gop,30.879999,5.8
1954,August,29,55,222,18,53,220,gop,29.83,6
1954,September,29,55,222,18,53,220,gop,32.310001,6.1
1954,October,29,55,222,18,53,220,gop,31.68,5.7
1954,November,29,55,222,19,53,220,gop,34.240002,5.3
1954,December,29,55,222,19,53,220,gop,35.98,5
1955,January,21,47,204,26,48,237,gop,36.630001,4.9
1955,February,21,47,204,26,48,237,gop,36.759998,4.7
1955,March,21,47,204,26,48,237,gop,36.580002,4.6
1955,April,21,47,204,26,48,237,gop,37.959999,4.7
1955,May,21,47,204,26,48,237,gop,37.91,4.3
1955,June,21,47,204,26,48,237,gop,41.029999,4.2
1955,July,21,47,204,26,48,237,gop,43.52,4
1955,August,21,47,204,26,48,237,gop,43.18,4.2
1955,September,21,47,204,26,48,237,gop,43.669998,4.1
1955,October,21,47,204,26,48,237,gop,42.34,4.3
1955,November,21,47,204,26,48,237,gop,45.509998,4.2
1955,December,21,47,204,26,48,237,gop,45.48,4.2
1956,January,21,49,204,26,51,237,gop,43.82,4
1956,February,21,49,204,26,51,237,gop,45.34,3.9
1956,March,21,49,204,26,51,237,gop,48.48,4.2
1956,April,21,49,204,26,50,237,gop,48.380001,4
1956,May,21,49,204,26,50,237,gop,45.200001,4.3
1956,June,21,49,204,26,50,237,gop,46.970001,4.3
1956,July,21,49,204,26,50,237,gop,49.389999,4.4
1956,August,21,49,204,26,50,237,gop,47.509998,4.1
1956,September,21,49,204,26,50,237,gop,45.349998,3.9
1956,October,21,49,204,26,50,237,gop,45.580002,3.9
1956,November,21,49,204,26,51,237,gop,45.080002,4.3
1956,December,21,49,204,26,51,237,gop,46.669998,4.2
1957,January,19,47,203,28,52,242,gop,44.720001,4.2
1957,February,19,47,203,28,52,242,gop,43.259998,3.9
1957,March,19,47,203,28,52,242,gop,44.110001,3.7
1957,April,19,47,203,28,52,242,gop,45.740002,3.9
1957,May,19,47,203,28,52,242,gop,47.43,4.1
1957,June,19,47,203,28,52,242,gop,47.369999,4.3
1957,July,19,47,203,28,52,242,gop,47.91,4.2
1957,August,19,47,203,28,52,242,gop,45.220001,4.1
1957,September,20,47,203,28,52,242,gop,42.419998,4.4
1957,October,20,47,203,28,52,242,gop,41.060001,4.5
1957,November,20,47,203,28,52,242,gop,41.720001,5.1
1957,December,20,47,203,28,52,242,gop,39.990002,5.2
1958,January,20,47,203,28,52,242,gop,41.700001,5.8
1958,February,20,47,203,28,52,242,gop,40.84,6.4
1958,March,20,47,203,28,52,242,gop,42.099998,6.7
1958,April,20,47,203,28,52,242,gop,43.439999,7.4
1958,May,20,47,203,28,52,242,gop,44.09,7.4
1958,June,20,47,203,28,52,242,gop,45.240002,7.3
1958,July,20,47,203,28,52,242,gop,47.189999,7.5
1958,August,20,47,203,28,52,242,gop,47.75,7.4
1958,September,20,47,203,28,52,242,gop,50.060001,7.1
1958,October,20,47,203,28,52,242,gop,51.330002,6.7
1958,November,20,47,203,28,52,242,gop,52.48,6.2
1958,December,20,47,203,28,52,242,gop,55.209999,6.2
1959,January,15,35,159,35,65,289,gop,55.450001,6
1959,February,15,35,159,35,65,289,gop,55.41,5.9
1959,March,15,35,159,35,65,289,gop,55.439999,5.6
1959,April,15,35,159,35,65,289,gop,57.59,5.2
1959,May,15,35,159,35,65,289,gop,58.68,5.1
1959,June,15,35,159,35,65,289,gop,58.470001,5
1959,July,15,35,159,35,65,289,gop,60.509998,5.1
1959,August,15,35,159,35,65,289,gop,59.599998,5.2
1959,September,15,35,159,35,65,289,gop,56.880001,5.5
1959,October,15,35,159,35,65,289,gop,57.52,5.7
1959,November,15,35,159,35,65,289,gop,58.279999,5.8
1959,December,15,35,159,35,65,289,gop,59.889999,5.3
1960,January,16,35,159,34,70,289,gop,55.610001,5.2
1960,February,16,35,159,34,70,289,gop,56.119999,4.8
1960,March,16,35,159,34,70,289,gop,55.34,5.4
1960,April,16,35,159,34,70,289,gop,54.369999,5.2
1960,May,16,35,159,34,70,289,gop,55.830002,5.1
1960,June,16,35,159,34,70,289,gop,56.919998,5.4
1960,July,16,35,159,34,70,289,gop,55.509998,5.5
1960,August,16,35,159,34,70,289,gop,56.959999,5.6
1960,September,17,35,159,34,70,289,gop,53.52,5.5
1960,October,17,35,159,34,70,289,gop,53.389999,6.1
1960,November,17,35,159,34,70,289,gop,55.540001,6.1
1960,December,17,35,159,34,70,289,gop,58.110001,6.6
1961,January,16,37,176,34,64,273,dem,61.779999,6.6
1961,February,16,37,176,34,64,273,dem,63.439999,6.9
1961,March,16,37,176,34,64,273,dem,65.059998,6.9
1961,April,16,37,176,34,64,273,dem,65.309998,7
1961,May,16,37,176,34,64,273,dem,66.559998,7.1
1961,June,16,37,176,34,64,273,dem,64.639999,6.9
1961,July,16,37,176,34,64,273,dem,66.760002,7
1961,August,16,37,176,34,64,273,dem,68.07,6.6
1961,September,16,37,176,34,64,273,dem,66.730003,6.7
1961,October,16,37,176,34,64,273,dem,68.620003,6.5
1961,November,16,37,176,34,64,273,dem,71.32,6.1
1961,December,16,37,176,34,64,273,dem,71.550003,6
1962,January,16,42,176,34,65,273,dem,68.839996,5.8
1962,February,16,42,176,34,65,273,dem,69.959999,5.5
1962,March,16,42,176,34,65,273,dem,69.550003,5.6
1962,April,16,42,176,34,65,273,dem,65.239998,5.6
